node_id,shard_id,cpu_cores,memory_gb,storage_gb,network_bandwidth,node_degree,cross_shard_ratio,cpu_usage,memory_usage
77b453ada3d58be9a2cc083eaf2b386ff38766c4,0,6.00,6.00,103.00,90.00,3.00,1.0000,0.2000,0.4300
5492c026ba0566595cbb8b16a0d1442ba3de677e,0,2.00,19.00,107.00,52.00,1.00,0.0000,0.4300,0.5300
0724160c5d0d6b043628b71d74897903204dcd66,0,2.00,16.00,140.00,108.00,1.00,0.0000,0.6500,0.6500
f1399b4578597226aeec67309a9fa55cd6054983,1,7.00,4.00,123.00,115.00,2.00,1.0000,0.2500,0.4500
c6c97fe0cd7ab7ab5f39d4ead2d1fd89d909ac5e,0,1.00,6.00,118.00,103.00,2.00,1.0000,0.8900,0.3600
5b88769f29acb9fb4a3558269fe99770768a3a94,0,4.00,9.00,141.00,84.00,2.00,0.0000,0.5600,0.7300
d6af65d6a75a3151c177e66ed794357af515137b,1,4.00,8.00,194.00,97.00,4.00,1.0000,0.8400,0.3300
c0d3773c7c1d4aa3e38b01be0e289a5f0742a804,0,4.00,6.00,169.00,78.00,1.00,1.0000,0.3000,0.7800
6b6f1bd2122a04f90161d615071b2a2bb29bc4db,1,7.00,12.00,143.00,55.00,2.00,0.0000,0.3100,0.4400
0e40a6624d5f97252ae7bff98ab9ca4f6f6b3928,0,6.00,5.00,105.00,83.00,1.00,0.0000,0.6500,0.6300
1f3578ca214f5ee2f873c2b78fcec10f523ad7d8,0,2.00,15.00,122.00,91.00,1.00,0.0000,0.2700,0.4100
04df2bc0074b21cdd8ead8c0f3f6878c702314f7,1,8.00,19.00,117.00,103.00,3.00,1.0000,0.1700,0.7700
d44f39a9627bc41d339dba5225337dda288b69d6,0,7.00,18.00,146.00,84.00,3.00,1.0000,0.2000,0.2600
20a6ec111d7e694ea6019e24ef0d8890eead4e9c,0,2.00,4.00,111.00,78.00,3.00,1.0000,0.8300,0.7700
ec2ecb3bc55412fdeee9f76a90e70f0fcc2505d6,0,8.00,16.00,119.00,136.00,1.00,0.0000,0.1100,0.8700
64759e6569155bf0161bc5bdfc7dd7b1d37bd483,1,5.00,17.00,177.00,132.00,1.00,1.0000,0.4000,0.5000
0e4abc0dad303d11570a7b99bd9eb5f3130b4831,1,7.00,4.00,194.00,77.00,2.00,1.0000,0.4400,0.2500
ca8392328efa923fa11307676224266c86ae9ed2,0,4.00,19.00,189.00,68.00,2.00,1.0000,0.2900,0.3600
3ee1f5e29221efa07030838a26a598981b515850,0,6.00,13.00,152.00,123.00,1.00,1.0000,0.2800,0.7600
215a6a0f1b349d4de5ed369601314b915d2183a4,0,4.00,8.00,150.00,143.00,2.00,0.0000,0.6700,0.2800
74ce2ecdc060925385456fbd93ad029280e1d4a9,1,8.00,5.00,116.00,103.00,4.00,1.0000,0.5800,0.6700
ea7571951b147bf9fde8cc40dcc4028646be287f,1,8.00,17.00,148.00,67.00,5.00,0.6000,0.1000,0.7500
48f63c95478fa2b42fcb67d01aacc1463efa07f7,1,3.00,9.00,128.00,72.00,1.00,0.0000,0.4600,0.6000
959fba8ac8b7be028a8181530e7d5f42fbf1c782,0,8.00,12.00,118.00,145.00,2.00,1.0000,0.2500,0.8700
89920dd3ad13c00da44af344ba315483c79a2bc2,0,2.00,10.00,114.00,126.00,3.00,1.0000,0.5000,0.3600
808f2adccf3badd8c6d412a981daac7814ea0836,0,1.00,16.00,138.00,76.00,3.00,1.0000,0.2900,0.3900
b7a880505024d3eb875653e3945acaf656b08909,1,1.00,18.00,188.00,118.00,2.00,0.0000,0.6100,0.3200
6df1cf531cab7a403633225001e00fca6902e723,1,3.00,19.00,110.00,71.00,1.00,1.0000,0.2400,0.4600
de87511842560cf8711e6b9de754d1f73766fed7,1,7.00,12.00,198.00,128.00,1.00,1.0000,0.2200,0.2300
d64d68f8b0e1f9dc957503f1c46c6ac32e8ddf18,0,6.00,10.00,180.00,148.00,1.00,0.0000,0.6800,0.8300
6261e958c6b776ed39a4955f649fc54ad70135de,0,7.00,5.00,126.00,65.00,2.00,0.0000,0.5700,0.5400
bfcd10effd77118c6d48cae6715d4c2300bec27d,1,6.00,19.00,103.00,98.00,2.00,0.5000,0.8600,0.4100
9213c03d10304f5ae7b747890a1f19907209eee9,1,3.00,19.00,127.00,110.00,2.00,0.0000,0.5600,0.2200
eeec0ada2a118e1bbebeaa70f7dbb3817ae3e361,1,2.00,18.00,199.00,123.00,1.00,0.0000,0.2300,0.3300
3596775168e75bd8b0d5a648bb59eff0d14145cc,0,7.00,10.00,145.00,115.00,1.00,0.0000,0.2400,0.4600
dd1598ca14b9f3f2f8b47f9064061efda4223e14,0,1.00,16.00,113.00,120.00,2.00,1.0000,0.1700,0.5300
0b2e39666a7ef1209ccc7aa4c8493ee7a3d8dbbe,0,3.00,16.00,146.00,68.00,1.00,0.0000,0.2200,0.4000
15facb3bcd60209bb5813e53b3e080f65f2d6aef,1,8.00,13.00,123.00,98.00,2.00,0.0000,0.4000,0.7900
87099bb36dc574d4cb7d4a32cd4ca2c8eceff2af,1,4.00,5.00,150.00,145.00,2.00,0.0000,0.1700,0.6300
b107d55c6517a59a31079eb15381bde53863b346,0,8.00,4.00,198.00,147.00,3.00,1.0000,0.8000,0.4800
eccf91ee3a6f147251cffeba39e324b9202a5a24,0,6.00,11.00,134.00,63.00,1.00,0.0000,0.7200,0.4700
b7633f24b4d13610880cbde0a1e8349bf1c87d69,1,6.00,4.00,144.00,148.00,1.00,0.0000,0.8900,0.4100
0e6b262b059b15cf906a970dc68f049e2a599bba,0,5.00,16.00,114.00,70.00,2.00,1.0000,0.1200,0.3700
ce0f9b7aba64ec25cf4d92e284e2e916c643350c,0,2.00,7.00,107.00,62.00,3.00,1.0000,0.1600,0.3100
3760b654caa794562e5e272a2b4dd93e6cf0b340,0,4.00,18.00,187.00,64.00,2.00,1.0000,0.1700,0.7900
97b067be6973a6b81ae85d267bd9cf3608b062f7,1,5.00,7.00,132.00,101.00,1.00,0.0000,0.4500,0.3500
b170c76392463879bad80b99b2a8b55e449b1a60,0,3.00,5.00,115.00,140.00,1.00,1.0000,0.7000,0.2400
61e20833179ba2eccc2065e5f733cc8cda7394c0,0,3.00,17.00,127.00,74.00,1.00,0.0000,0.4600,0.5500
8bf62e00076131f384ae427fe9a503721384d445,1,5.00,8.00,118.00,115.00,15.00,0.4000,0.4500,0.3500
958a747b05115bf8e1fafefa9d0ec7252a449741,1,1.00,9.00,102.00,104.00,2.00,0.0000,0.8100,0.5700
dd4070fe4429ef5ddce50a4c018d665e8a436a02,0,1.00,15.00,161.00,104.00,3.00,1.0000,0.4500,0.2500
af078ae030266ad29c156ed6e57fee912f90745c,0,7.00,15.00,151.00,91.00,3.00,1.0000,0.1300,0.5000
475183b0aa59446a95be7c985ea56faec6126a23,1,1.00,19.00,172.00,100.00,1.00,0.0000,0.8500,0.8400
f2dff41e5b64c357a420dc374442f68718beef2e,0,6.00,4.00,148.00,73.00,2.00,0.5000,0.1000,0.4300
4fdc18f2a6d0ab9ec7ed4f1d5578a481a18a9d05,1,6.00,14.00,198.00,106.00,1.00,1.0000,0.7200,0.2100
7d4e28878325b51112946edbf5b65f126d222fad,1,7.00,17.00,166.00,85.00,4.00,1.0000,0.1200,0.7300
16fdf2fb4d41d00501049eacd7ab970433e2247d,1,5.00,19.00,117.00,67.00,3.00,1.0000,0.2400,0.2500
a1091622f3e1d82a21007e4d171e7bfcf2effe94,0,3.00,19.00,151.00,77.00,1.00,0.0000,0.7600,0.2900
2ed72e9bb13b5df8132e7ff31234f944987a1df5,1,4.00,9.00,146.00,53.00,2.00,0.0000,0.4000,0.6100
972a5ba5dc72f00f66e7b15e849dc7bf077482e4,0,8.00,12.00,133.00,88.00,2.00,0.0000,0.7400,0.2300
9183be10c98efbff45b437f59ff41c40f6ae7fdd,1,5.00,9.00,134.00,58.00,1.00,1.0000,0.1200,0.8500
fb48c41bd96f91264859c0a1836aef89668865fe,0,6.00,18.00,192.00,104.00,1.00,1.0000,0.5500,0.7200
e1121ebde27dfbc184f48bdd9a7d6a94a02ae428,0,7.00,16.00,141.00,58.00,3.00,0.0000,0.5300,0.6700
5c121134f72ff04a0d7f51b16aaf272a96667af7,1,3.00,6.00,118.00,115.00,2.00,1.0000,0.3500,0.4800
107fd0927104f1f9a30aee9ad46472349e223943,1,3.00,10.00,163.00,112.00,2.00,1.0000,0.7700,0.8300
e6a958f231fb3a6f9dc8f813c70999d69ef42643,1,7.00,5.00,139.00,59.00,2.00,0.0000,0.3000,0.8400
f92561e9410b8b452e821a5255fbfdf0fe5829e6,0,8.00,15.00,192.00,62.00,3.00,1.0000,0.8200,0.4700
6162b1e823644580f06cefd5aa51c65b5bb56f2e,0,1.00,18.00,107.00,72.00,1.00,0.0000,0.4700,0.5000
dddd3ea0c2339da3b95afbbeeb69481585162a31,1,6.00,6.00,172.00,71.00,5.00,0.6000,0.7300,0.2000
884a82f2e73682d5700c72b74a56c09899624c39,1,1.00,11.00,118.00,79.00,2.00,1.0000,0.2000,0.5200
c84625f475a21cfe7923f2eaa6495c17e4babb98,0,3.00,17.00,163.00,128.00,1.00,0.0000,0.7300,0.2900
dc0f95dcce1dbd7cbbafb9ffbd3bd0a6a6568af4,0,8.00,9.00,104.00,143.00,2.00,1.0000,0.5600,0.5800
1643df5ebb71e5ac2c46d025a37a02ff49eecabd,1,2.00,6.00,133.00,72.00,2.00,0.5000,0.5600,0.4500
e75c0a72fe14afb99da0559d06daa3037b83c889,1,4.00,7.00,135.00,131.00,1.00,1.0000,0.8100,0.3600
a071a5795b93f6ed94425700cf8fb1c04f0927ab,1,1.00,19.00,149.00,145.00,3.00,0.3333,0.4200,0.7700
e9e256b7974a8987fafa7dfa4a0a36b2e3b2444e,0,6.00,13.00,173.00,103.00,2.00,0.0000,0.8700,0.8700
60a7f110d2e225d9cf82669a32ea1f08f6508460,0,3.00,4.00,189.00,58.00,1.00,0.0000,0.6600,0.8700
feb0cb6364891ed0e39df601ccebe768e0c806dc,0,1.00,17.00,124.00,110.00,2.00,1.0000,0.6200,0.8600
1fddbbfc3cf48134efba4c1a1cc42a619df585a0,0,3.00,4.00,181.00,79.00,1.00,0.0000,0.1900,0.3400
