node_id,shard_id,cpu_cores,memory_gb,storage_gb,network_bandwidth,node_degree,cross_shard_ratio,cpu_usage,memory_usage
bc0e5b6def04b2ae1e76d5e7e100d11aa7740cd7,1,3.00,15.00,151.00,111.00,0.00,0.0000,0.6800,0.8200
5b1f3e97415f1412ceb77a907f1728b52c70861d,1,2.00,10.00,104.00,93.00,1.00,1.0000,0.6700,0.2900
888806b85588e5613f880bc86a208a697b67d9be,1,5.00,4.00,119.00,137.00,0.00,0.0000,0.5600,0.2400
2c98c54eca8b675a4e3020f553f51bf8fcf51259,1,6.00,4.00,138.00,100.00,2.00,1.0000,0.3300,0.2900
1df68c4f42e8cfdce2000f3db0a9d1a5a55ad574,0,5.00,4.00,143.00,52.00,1.00,1.0000,0.3900,0.6600
e49d738853a65cae114088c19ac4c20563da3778,0,1.00,13.00,190.00,79.00,1.00,0.0000,0.1600,0.2000
f88dc9f8c577c13d4b36c2dfa81497e2aa5d5954,1,4.00,18.00,123.00,62.00,4.00,0.5000,0.2300,0.3900
5e4f6dc6413a05817d0bd4369d8029ad698673ff,1,1.00,10.00,133.00,99.00,1.00,1.0000,0.3200,0.4100
767c0b157018646eb91b9246e89c0ec13f0d742a,1,6.00,8.00,149.00,86.00,8.00,0.2500,0.5600,0.2900
555ac8b7b598596c73e969851185393ed9031492,1,5.00,17.00,137.00,91.00,3.00,1.0000,0.1800,0.8200
cc57efb594507e45efed9271111efabe8d9ac479,1,3.00,17.00,107.00,95.00,6.00,0.0000,0.2200,0.3400
03a0391b73e10bd6ed161dfaf54a551c2becd3d3,1,6.00,11.00,170.00,140.00,3.00,0.0000,0.6700,0.2100
dc1f8700958bf7bd4d42898959be5ab95d952832,0,4.00,8.00,148.00,89.00,5.00,0.0000,0.5100,0.8800
7429cd9cf7e43479d511e46f10525a57d2a1f295,1,6.00,18.00,122.00,144.00,1.00,0.0000,0.6500,0.8400
294df443c2fd8eb7877e593f6485dbb8dad96dc1,0,2.00,6.00,112.00,52.00,3.00,1.0000,0.2600,0.8000
bc0c5bbd7325549cf92b9a4cec9514ac1907b837,1,6.00,14.00,130.00,130.00,1.00,1.0000,0.3800,0.5700
2af1c14a5e613873edbe09182500da0db876c6e0,1,7.00,9.00,130.00,142.00,12.00,1.0000,0.5100,0.2900
781bd9b118ef2950efe52e4470452a660853a2a4,1,6.00,12.00,160.00,65.00,3.00,0.0000,0.1500,0.4000
f4b835ef18851429736959bd3beb321cf3485bf2,0,4.00,19.00,126.00,52.00,2.00,0.5000,0.2700,0.5700
11d168e0d50a8ad503176f2c7cfb014ce97f0921,1,7.00,14.00,114.00,135.00,1.00,1.0000,0.8000,0.4500
eda7ff5b8f2c11c75df71ebc2c906295d4043a3c,0,6.00,16.00,115.00,68.00,0.00,0.0000,0.2700,0.2100
bc8a93b46af61294cc4b0a2c6b89f5726347bc17,1,6.00,11.00,112.00,61.00,0.00,0.0000,0.1200,0.4700
68e284c54b59ac658278f366f01803decd19fd1c,1,2.00,7.00,163.00,67.00,10.00,1.0000,0.8300,0.3000
39475ec0cfb951bc358f28e998a716fd02c2f311,1,1.00,5.00,148.00,90.00,6.00,1.0000,0.6100,0.8600
5cfb4851c73628c3fd88c4f3536c9cd4c23364a3,1,6.00,18.00,143.00,101.00,8.00,1.0000,0.2600,0.8400
990063104322184c7cac4b622f2c6dce2fcf04cd,0,7.00,11.00,143.00,141.00,3.00,0.6667,0.1400,0.7500
815ba2aeb4679db228f78331611451df1642271a,1,1.00,9.00,112.00,55.00,1.00,0.0000,0.1800,0.8300
7a8f73bac03f6a1e80e7a15cbc0d8de3fabe63b1,1,6.00,17.00,132.00,54.00,1.00,0.0000,0.7100,0.3900
4424a35f4adf47e97987df6c3ab2f193018b6060,0,8.00,13.00,154.00,53.00,2.00,0.0000,0.6200,0.3300
4fad5f9451ba7e842ae5a18a7878c70a8f683d4c,1,6.00,14.00,120.00,143.00,0.00,0.0000,0.5200,0.2200
e0c4043efebdf041b3d3e3e47ceb70e8dddba46e,0,1.00,9.00,113.00,66.00,1.00,1.0000,0.6700,0.3200
99304b11d5d7a7e412f556ab4eaef7b4ed356d0c,1,3.00,17.00,160.00,63.00,0.00,0.0000,0.7800,0.7800
4f9eef7ab9d58d627628167891f133fe00596411,0,3.00,14.00,127.00,140.00,0.00,0.0000,0.2000,0.8100
636dd95eabfba66df4cf73737b9e7488983a3a66,1,1.00,8.00,144.00,73.00,4.00,0.0000,0.4200,0.6100
199f3a747889743df36770317cf995295815e0b6,0,4.00,6.00,176.00,58.00,2.00,0.0000,0.4500,0.4300
50a2bdceb26e1aabaf8e6d4b281ea93fc9240adc,0,5.00,6.00,134.00,69.00,1.00,0.0000,0.4800,0.8900
a9829dbd9fcee4d2f5de23e9e59c057c1e9aa609,1,2.00,8.00,135.00,95.00,31.00,1.0000,0.2800,0.6600
16aa7f754ff79d7d671564978e4b138be9585fe0,0,8.00,15.00,107.00,50.00,1.00,1.0000,0.8300,0.7500
cf36915264471ce5607cfca7af890957de7cecf4,0,5.00,12.00,118.00,94.00,1.00,0.0000,0.1000,0.4200
bc3e56832d9938d29f4482e398e33d30f426b661,1,4.00,5.00,100.00,130.00,2.00,1.0000,0.6300,0.2000
f3a3bcb16ecf73f3a11c1513a47bd23dd66fe1bb,1,2.00,17.00,106.00,72.00,1.00,0.0000,0.6100,0.2600
5384f594ec7df230eb1c0772f118d172e23e0202,0,4.00,17.00,193.00,55.00,10.00,0.0000,0.1100,0.4800
39adc426318239d438b4154423881b3b9910ff2d,1,4.00,11.00,185.00,128.00,5.00,1.0000,0.3400,0.7500
27de89fc94deb6c82a0bfa8cb109d7480e2059cc,1,2.00,18.00,145.00,146.00,10.00,1.0000,0.8200,0.3800
c1f74f3719eb47b1700044c279e7818415060eae,1,6.00,12.00,179.00,60.00,0.00,0.0000,0.8300,0.6400
9868f50ca823116c059619115db4af14e6fe4c7f,1,6.00,14.00,179.00,80.00,1.00,0.0000,0.1500,0.3700
a63f044387585c6ab0cd9b4b534c3b71933b8dde,0,3.00,5.00,134.00,67.00,0.00,0.0000,0.2800,0.2500
0e52f73ec856b6fe27fdcbede3ae51ddd7c2252f,0,4.00,6.00,102.00,138.00,0.00,0.0000,0.4100,0.5700
eae8e467f4aca98745ec2858fb503b6fa3568f18,1,2.00,5.00,114.00,131.00,12.00,0.5000,0.5700,0.5900
8468d0020bd8e0a66d0ed52cad3448b094b61fcb,1,2.00,15.00,119.00,119.00,2.00,0.0000,0.7100,0.8400
7116c933664520fe3ccf61dfbd0a2539fb7bf915,0,6.00,7.00,130.00,134.00,12.00,1.0000,0.1500,0.7000
3e089b6df17ad25019488fa3665252bd70e6292f,1,3.00,12.00,161.00,101.00,1.00,0.0000,0.3300,0.3600
974529c619aac0582c52f40e825b2dd0e2ced402,1,1.00,10.00,107.00,77.00,0.00,0.0000,0.8400,0.3600
26143225d9768fdf1b98a1a0429696f38141c2ae,0,5.00,18.00,125.00,52.00,2.00,1.0000,0.1700,0.5900
4568336244c5e1bb6010683f68db0570fe9f74cf,0,8.00,5.00,132.00,51.00,2.00,1.0000,0.8100,0.6600
6a9d394e2f5463794712b2d8122b3e048fa0e156,0,7.00,12.00,138.00,93.00,2.00,0.0000,0.2900,0.2400
954c3cf2331ecc285042981a798505be0422f8b5,1,1.00,18.00,106.00,101.00,2.00,0.0000,0.4300,0.8200
0c643f4741cf4b798ecf2a5d042f7a131e056385,1,2.00,6.00,136.00,111.00,0.00,0.0000,0.2700,0.5900
ac94db486144ec83c901679def330337c2482e4e,1,5.00,15.00,130.00,71.00,0.00,0.0000,0.1800,0.5000
672d5354c0f22510b2c480469488f84d66b7bdcc,1,8.00,12.00,134.00,119.00,0.00,0.0000,0.7300,0.5300
71ff4c5ded97624323eb525d50f6164c4b46483f,1,7.00,5.00,121.00,87.00,2.00,0.5000,0.1500,0.4400
2f6a510bcdb5096272a69cf5b829eaea159dcd1a,1,2.00,7.00,116.00,71.00,0.00,0.0000,0.2400,0.5500
0a3d9eb85fd2ea49c37e796d377c34c5d6ddaade,1,6.00,4.00,145.00,114.00,0.00,0.0000,0.8300,0.8100
9c3b285e76b18dadca32093c850143ffd7e14fa5,0,5.00,9.00,167.00,141.00,0.00,0.0000,0.4600,0.8400
66ea15c89699d435a6fc83ed03e777f4c832ff5e,0,7.00,12.00,195.00,55.00,4.00,0.0000,0.6200,0.4400
b5ec75e91a910b788d56c5537eb015b8a65e2d6d,1,8.00,12.00,168.00,113.00,2.00,0.0000,0.4900,0.4000
12d6cb066ec56783f5f2152c048129ae76907899,1,7.00,5.00,154.00,146.00,3.00,0.0000,0.3800,0.2000
cbca5430f438e4771ef384df0e5a5976e0908a03,1,8.00,19.00,125.00,94.00,18.00,0.0000,0.8300,0.4900
990c3a85ee052f745003734f50cc052e59c0e23e,0,8.00,11.00,116.00,105.00,0.00,0.0000,0.1700,0.5300
779fed7099494554a87e10df93667fe8e4fee4a2,0,2.00,6.00,101.00,74.00,4.00,0.5000,0.6800,0.5500
24ad8aba2382051ea10e4a5ef27f7fb4db9b75f7,1,6.00,18.00,136.00,140.00,2.00,1.0000,0.4900,0.2200
c8cffc4ed9838e6d174ad04a76270f8489f184e0,1,4.00,16.00,195.00,80.00,4.00,0.0000,0.6200,0.4800
a9b61889b7cee31590d3100d22a674d2aa16db4d,0,4.00,6.00,123.00,119.00,4.00,1.0000,0.2400,0.6100
70742128e80b2d29b559cfb89644fc254a8b08f4,0,3.00,6.00,158.00,101.00,1.00,1.0000,0.6100,0.6000
6471dbcc9f26808449784f84d303c00388c6ddb5,1,3.00,17.00,182.00,75.00,1.00,0.0000,0.8000,0.5800
8b350eebbfd41878b2a8047836bf98c2aa8dd8e4,0,6.00,7.00,146.00,62.00,2.00,0.0000,0.4700,0.4000
585bb7e341f9d1e4b767c6fcd8150c85ab12d147,1,2.00,12.00,133.00,137.00,3.00,1.0000,0.1400,0.2300
a1904fec9010076c79c6c42bbf73dab5e1d53121,1,1.00,18.00,158.00,60.00,2.00,0.0000,0.8900,0.8700
64aee23cd82e88497a2780186d7774841bd25d0c,0,2.00,9.00,146.00,125.00,1.00,0.0000,0.5400,0.2400
8e9d179ee15ebe69bacb979367f0009d0ae1d1c4,0,1.00,14.00,108.00,132.00,1.00,0.0000,0.6700,0.4500
c54c0e4984914b38847f3a5532de3c27dde4a289,1,1.00,7.00,103.00,94.00,2.00,1.0000,0.6400,0.8500
cca77c14ba547c5755f0b23a8bc1d90fc6e7f0c7,1,4.00,15.00,162.00,101.00,5.00,0.6000,0.1800,0.7600
65f8378be7b841c51d4218da63a8ff134bf2ccd0,1,7.00,15.00,148.00,130.00,0.00,0.0000,0.3800,0.4100
bd47b65b280dba06299def29189c706f1c90b56b,0,2.00,8.00,140.00,134.00,2.00,1.0000,0.4000,0.2500
3c5a5d3a5e148be5b34372ff6e8233cd735dc7c5,1,4.00,15.00,137.00,93.00,0.00,0.0000,0.2200,0.8300
417a054050dd1650218749b02c08b87a32e021b2,0,1.00,5.00,195.00,71.00,1.00,1.0000,0.2000,0.5400
72c00c915ccf3dbb95f14439d69cf070e9a273ad,0,4.00,5.00,137.00,53.00,3.00,0.0000,0.7200,0.6400
51d24b1456dc4e58021473325c246e42fb74c5f0,0,5.00,15.00,134.00,86.00,1.00,0.0000,0.3900,0.3100
f25bbad65e83224a21484267dddbf45776a5b716,1,6.00,13.00,141.00,56.00,8.00,0.6250,0.1200,0.4100
d60f4c0bdac5d9eede017e048ebda11be4f02d87,0,4.00,12.00,167.00,139.00,0.00,0.0000,0.8200,0.8600
c8926ebeb7d5077b395e7790b35d128c65ebe950,1,6.00,11.00,174.00,97.00,0.00,0.0000,0.7500,0.6900
7728996afd1078c096f69e992a26c515775dbac5,0,5.00,5.00,177.00,103.00,0.00,0.0000,0.3400,0.6800
733c6c7f12a4718a53038bc4ac132346b3c228dc,1,6.00,16.00,158.00,145.00,1.00,1.0000,0.4000,0.2000
0af14d0e11a887a27eefcb67e7d355edeaa6fac7,1,7.00,19.00,184.00,71.00,6.00,1.0000,0.7900,0.3800
9b21ecab381262560722c8fa432ed712ad978258,0,5.00,16.00,106.00,93.00,4.00,1.0000,0.2400,0.4900
55f284ae9425b26d8795877645aac813aba5f083,1,4.00,4.00,164.00,105.00,2.00,0.0000,0.1300,0.5400
4cd07ba100618a35af959bbe542263e11025555f,1,1.00,6.00,109.00,75.00,4.00,0.5000,0.7200,0.2400
d387cd3a30b02a76b1fd1a5179505031a80c110d,1,5.00,8.00,156.00,92.00,3.00,1.0000,0.2700,0.4000
82e3d2998a99cfaaeca827f57751c0ab5a0a2ebf,1,5.00,7.00,138.00,61.00,0.00,0.0000,0.1200,0.6800
dc7b9d1576ff385b74a7ea1e6c0018a114caa22b,0,3.00,5.00,137.00,66.00,2.00,0.0000,0.5600,0.2200
0b98d5f4b5a4c5393ad796f5a122f1d2da14a165,0,5.00,14.00,150.00,97.00,2.00,0.0000,0.4000,0.3600
6e02c427ad588e0e4f208784b1925df31382d61a,0,3.00,17.00,137.00,79.00,3.00,0.6667,0.2400,0.4000
99b8d181acd968187f5e5ffb97dc6584223446ed,1,7.00,15.00,171.00,87.00,2.00,1.0000,0.5600,0.5800
946b29d71326f36b305f869ba525cce827b9a11d,0,1.00,9.00,116.00,73.00,3.00,1.0000,0.2900,0.3200
964af30dfc0dfa48ad3adf8413b28ff00a02c498,1,1.00,16.00,114.00,149.00,4.00,0.0000,0.3000,0.8200
244ae139ac4765a24684bc16fe0ac4bf21ed6c8f,0,7.00,14.00,180.00,99.00,3.00,1.0000,0.3100,0.3900
a745d7f062530f452a17e96d2017419f9662deeb,1,1.00,17.00,123.00,143.00,0.00,0.0000,0.1400,0.8100
b8c4fc85dd23ed49aa95a952970237fecf2ab2de,0,2.00,15.00,148.00,143.00,1.00,1.0000,0.4600,0.3300
e0eb85f3835886cd3f43c45599350ffebb5b6b52,1,3.00,9.00,153.00,114.00,1.00,1.0000,0.3300,0.4200
0e4fbb09b7352c735d88e753f50268eee6c19059,1,6.00,11.00,127.00,88.00,2.00,1.0000,0.3700,0.5400
21e2d03d8a8f0a19e860407b198f06cdc86b8651,0,2.00,5.00,196.00,78.00,0.00,0.0000,0.1400,0.4300
dba17916528afe34a713f0c6fbebf5c2c6419008,0,8.00,5.00,141.00,119.00,4.00,1.0000,0.1300,0.7100
385b85328188fd0dbcb37bf46151000eb6c096d3,1,2.00,6.00,106.00,77.00,1.00,0.0000,0.5900,0.4600
ca6ce25c44c864eb912875b167918e102e0b493e,0,5.00,16.00,104.00,128.00,9.00,0.1111,0.1400,0.2200
cc616e0225e36f8ab9ee2aae5ac33dcc67ca4676,0,2.00,17.00,113.00,67.00,0.00,0.0000,0.5900,0.2200
3af3d598ab131c46843b36170eacc6a2bf6724bb,0,7.00,9.00,168.00,112.00,0.00,0.0000,0.2300,0.4600
26f4e95f7856365faf0ce3217e655450a7ce4c9b,1,8.00,15.00,138.00,50.00,4.00,1.0000,0.6400,0.6500
bf43cfe87060dcfb82d09230f0434388d962ce7c,0,2.00,12.00,153.00,147.00,8.00,0.2500,0.5100,0.8700
350f6843cca78a078341bb8934f4900c42485ea0,0,5.00,9.00,135.00,119.00,0.00,0.0000,0.7100,0.7400
de46efda8283a6d07518b31c37078506c81cffe9,1,3.00,15.00,158.00,108.00,0.00,0.0000,0.3000,0.6600
2dc2bdc551c17bd60817d01d5f9e5c6dbfb952c4,0,3.00,15.00,117.00,104.00,2.00,0.0000,0.6200,0.6300
f3a4bf02d01cd08cf39812c595b7f7bf75d037f2,1,3.00,12.00,118.00,59.00,12.00,1.0000,0.8400,0.2900
784a8c92ad78ad3bcdfa77a3929a4169a6627ac6,0,6.00,16.00,180.00,113.00,2.00,1.0000,0.7800,0.6300
a710268a626d97582fcce4181345881efbab89a9,1,2.00,12.00,152.00,83.00,1.00,0.0000,0.2500,0.8100
b8f4f5736dcc17e0daf23de536129cbb1a03b642,0,6.00,16.00,121.00,56.00,1.00,0.0000,0.6700,0.5900
6f7ba289eb3d9605eb40b273c4cdbc94379ad483,1,8.00,7.00,174.00,83.00,0.00,0.0000,0.6200,0.4800
cdebdd4b53a177333cb50acd290d49a06d2386f6,1,3.00,10.00,166.00,100.00,2.00,1.0000,0.1100,0.8900
d3d808f662f169fe418d9bfc366bccf92164859f,1,2.00,15.00,110.00,61.00,7.00,0.0000,0.3800,0.5500
f024c3636efb6405eeedbc28bcd39f2054a21048,0,7.00,8.00,154.00,94.00,3.00,1.0000,0.2900,0.6400
253171e064a992cfb156209dee3f27ed36e013d6,0,8.00,18.00,153.00,109.00,1.00,0.0000,0.1700,0.3500
9a1575571ebada76e36a83ddb99363a7de5e2e19,1,1.00,14.00,190.00,125.00,3.00,1.0000,0.4400,0.8700
e68686e66111052aeb850b01f57448a01f2389d7,1,5.00,11.00,182.00,65.00,1.00,0.0000,0.3800,0.8900
531544d11d4bf541ee10c1c46a3f7fc670a994d8,0,5.00,15.00,112.00,103.00,1.00,0.0000,0.1600,0.5800
143a00c7948a3d5e8682e22469f6a738ef2da902,0,7.00,12.00,103.00,97.00,16.00,0.9375,0.3300,0.3800
b9a8251c09a914fb01b10d11731d10a76ce6ecbb,1,5.00,6.00,110.00,105.00,25.00,1.0000,0.1700,0.4900
950977434d50c8fd8f56ecce9de7ab5b6526158a,0,3.00,13.00,121.00,101.00,0.00,0.0000,0.5900,0.2900
8722bfc7b50a95c253d4f4afcdfb5e49cea59c2d,0,7.00,13.00,171.00,56.00,13.00,0.0000,0.3200,0.6100
eddc054af8c36f5678d2e12c131133940af40d6c,1,5.00,18.00,183.00,104.00,2.00,1.0000,0.1400,0.8500
6d4adcbf8aa7bf72efe7ca51ee3969d45a9749b2,0,5.00,13.00,105.00,132.00,2.00,0.0000,0.8400,0.6300
e52aa979f8c9a6929fb6d9e197b95bcc00b7152d,1,4.00,5.00,133.00,103.00,1.00,1.0000,0.8000,0.7200
8968e75532ca32038938990fac8b7a1ed5843e5f,0,8.00,10.00,120.00,104.00,0.00,0.0000,0.1700,0.4900
7cde013761aa93fd4b4c0abfbf250c8ba9b09ae6,0,4.00,7.00,105.00,62.00,1.00,1.0000,0.2300,0.7500
e971ce51f979e92b6bd28ec68b9d77d27669d665,1,7.00,18.00,141.00,127.00,2.00,1.0000,0.3300,0.2900
dcc8274183b76b8f37867a45340519051c8c4dc9,0,1.00,19.00,159.00,141.00,1.00,0.0000,0.1000,0.3000
49cf6ff4ea2c3826a8dece2bada98271b06691dd,1,5.00,12.00,133.00,80.00,2.00,0.0000,0.7000,0.7600
a254fcfdbd546327a69ebe7bdf7356c1e7382914,0,3.00,18.00,140.00,74.00,0.00,0.0000,0.6700,0.2900
c5ef1878b624feb1571a418fd1c2236960f418bf,1,2.00,19.00,141.00,50.00,16.00,1.0000,0.5800,0.8900
2d26b8e61769ef340e36b5c2bf9321d3e0e9493a,0,7.00,8.00,128.00,76.00,2.00,0.5000,0.8200,0.3200
b8e161c083e47f6cd0510076e1622557778fe890,1,6.00,15.00,107.00,128.00,3.00,0.0000,0.7400,0.4400
8cf07fd3c92eeb967102bf6cd6c945595c330c41,1,8.00,14.00,110.00,148.00,0.00,0.0000,0.7100,0.7200
fa11d869eb3067bea71cae193bc81c1b25e9f169,1,4.00,12.00,118.00,97.00,3.00,0.0000,0.3500,0.3200
fdc2ae3c4863ed2154ac51eb49b0a858b0e568d3,0,8.00,4.00,155.00,64.00,0.00,0.0000,0.2000,0.7000
89f252b8add3fa84f07bb97a5ad9d4d4bcc3dee2,1,7.00,6.00,141.00,79.00,4.00,0.0000,0.7100,0.7100
4d4c290bd1be7930183de433f921fa7ea0adbfae,0,4.00,13.00,189.00,72.00,0.00,0.0000,0.6500,0.8800
88d7d4419504c01625623310265396b37598f315,0,8.00,17.00,118.00,74.00,2.00,0.0000,0.6200,0.8500
ba607433c86c8711ba33bd3cd6efe5219bf22744,1,1.00,10.00,177.00,106.00,1.00,1.0000,0.2800,0.5700
b3b239f9f5270bc7dd5499ef95fe0fe2c59da982,1,1.00,8.00,140.00,139.00,3.00,1.0000,0.3900,0.3600
