NodeID,ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,80.00,46.00,981.80,S0N0:6032;S0N1:8211;S0N2:5657;S0N3:6352,shard0:26252,43.62s,5.27s,1.09s,0.498,0.450,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.37,60ms,0.500,598,9ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,74.00,48.00,981.80,S0N0:7166;S0N1:9658;S0N2:6661;S0N3:7489,shard0:30974,43.62s,5.22s,1.00s,0.498,0.450,0.80,32.00,0.98,UTC+8,1,0,0.00,2,0.500,0.36,60ms,0.460,598,5ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,28.00,52.00,981.80,S0N0:8274;S0N1:11203;S0N2:7675;S0N3:8343,shard0:35495,43.62s,5.32s,1.05s,0.498,0.300,0.80,64.00,0.98,UTC+8,1,0,0.00,2,0.500,0.49,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,31.00,45.50,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.28s,1.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,33.00,52.00,981.80,S1N0:7215;S1N1:9079;S1N2:6703;S1N3:5652,shard1:28649,43.62s,5.35s,1.30s,0.498,0.300,0.80,104.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,81.00,40.50,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.03s,0.07s,0.498,0.450,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,598,7ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,71.00,41.00,981.80,S1N0:3397;S1N1:4267;S1N2:3039;S1N3:3009,shard1:13712,43.62s,5.03s,0.06s,0.498,0.450,0.80,8.00,0.97,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.340,520,7ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,80.00,46.00,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.27s,1.10s,0.498,0.450,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.40,50ms,0.500,598,9ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,74.00,48.00,981.80,S1N0:6182;S1N1:7957;S1N2:5891;S1N3:5035,shard1:25065,43.62s,5.23s,1.01s,0.498,0.450,0.80,32.00,0.98,UTC+8,1,0,0.00,2,0.500,0.40,50ms,0.460,598,5ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,29.00,52.50,981.80,S1N0:7215;S1N1:9079;S1N2:6703;S1N3:5652,shard1:28649,43.62s,5.35s,1.29s,0.498,0.300,0.80,72.00,0.98,UTC+8,1,0,0.00,2,0.500,0.50,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,31.00,45.50,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.28s,1.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,33.00,52.00,981.80,S1N0:7215;S1N1:9079;S1N2:6703;S1N3:5652,shard1:28649,43.62s,5.35s,1.30s,0.498,0.300,0.80,104.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,55ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,75ms,true,30.00,39.50,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.05s,0.09s,0.498,0.300,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,60ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,80ms,true,30.00,39.50,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.06s,0.08s,0.498,0.300,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,80ms,true,32.00,45.50,981.80,S0N0:6032;S0N1:8211;S0N2:5657;S0N3:6352,shard0:26252,43.62s,5.28s,1.09s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,81.00,40.50,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.03s,0.07s,0.498,0.450,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,598,7ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,71.00,41.00,981.80,S1N0:3397;S1N1:4267;S1N2:3039;S1N3:3009,shard1:13712,43.62s,5.03s,0.06s,0.498,0.450,0.80,8.00,0.97,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.340,520,7ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,80.00,46.00,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.27s,1.10s,0.498,0.450,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.40,50ms,0.500,598,9ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,55ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,55ms,true,31.00,45.50,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.28s,1.10s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,55ms,true,33.00,52.00,981.80,S1N0:7215;S1N1:9079;S1N2:6703;S1N3:5652,shard1:28649,43.62s,5.35s,1.30s,0.498,0.300,0.80,104.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,80ms,true,30.00,39.50,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.06s,0.08s,0.498,0.300,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,80ms,true,32.00,45.50,981.80,S0N0:6032;S0N1:8211;S0N2:5657;S0N3:6352,shard0:26252,43.62s,5.28s,1.09s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N3,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,80ms,true,32.00,51.50,981.80,S0N0:8274;S0N1:11203;S0N2:7675;S0N3:8343,shard0:35495,43.62s,5.32s,1.05s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,75ms,true,30.00,39.50,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.05s,0.09s,0.498,0.300,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,75ms,true,32.00,45.50,981.80,S0N0:6032;S0N1:8211;S0N2:5657;S0N3:6352,shard0:26252,43.62s,5.28s,1.09s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,75ms,true,32.00,51.50,981.80,S0N0:8274;S0N1:11203;S0N2:7675;S0N3:8343,shard0:35495,43.62s,5.32s,1.05s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,80.00,40.00,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.03s,0.05s,0.498,0.450,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,598,8ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,72.00,41.00,981.80,S0N0:3703;S0N1:5115;S0N2:3557;S0N3:3855,shard0:16230,43.62s,5.03s,0.04s,0.498,0.450,0.80,16.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.380,520,9ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,80.00,46.00,981.80,S0N0:6032;S0N1:8211;S0N2:5657;S0N3:6352,shard0:26252,43.62s,5.27s,1.09s,0.498,0.450,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.37,60ms,0.500,598,9ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,74.00,48.00,981.80,S0N0:7166;S0N1:9658;S0N2:6661;S0N3:7489,shard0:30974,43.62s,5.22s,1.00s,0.498,0.450,0.80,32.00,0.98,UTC+8,1,0,0.00,2,0.500,0.36,60ms,0.460,598,5ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,65ms,true,28.00,52.00,981.80,S0N0:8274;S0N1:11203;S0N2:7675;S0N3:8343,shard0:35495,43.62s,5.32s,1.05s,0.498,0.300,0.80,64.00,0.98,UTC+8,1,0,0.00,2,0.500,0.49,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,70ms,true,30.00,39.50,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.06s,0.09s,0.498,0.300,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,81.00,40.50,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.03s,0.07s,0.498,0.450,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,598,7ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,60ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,60ms,true,31.00,45.50,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.28s,1.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,55ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,55ms,true,31.00,45.50,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.28s,1.10s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,60ms,true,31.00,40.00,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.06s,0.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,60ms,true,31.00,45.50,981.80,S1N0:5418;S1N1:6976;S1N2:5172;S1N3:4498,shard1:22064,43.62s,5.28s,1.11s,0.498,0.300,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N2,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,60ms,true,33.00,52.00,981.80,S1N0:7215;S1N1:9079;S1N2:6703;S1N3:5652,shard1:28649,43.62s,5.35s,1.30s,0.498,0.300,0.80,104.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,50ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,70ms,true,30.00,39.50,981.80,S0N0:3015;S0N1:4214;S0N2:2945;S0N3:3192,shard0:13366,43.62s,5.06s,0.09s,0.498,0.300,0.80,80.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,70ms,true,32.00,45.50,981.80,S0N0:6032;S0N1:8211;S0N2:5657;S0N3:6352,shard0:26252,43.62s,5.28s,1.09s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N1,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,70ms,true,32.00,51.50,981.80,S0N0:8274;S0N1:11203;S0N2:7675;S0N3:8343,shard0:35495,43.62s,5.32s,1.06s,0.498,0.300,0.80,96.00,0.98,UTC+8,1,0,0.00,2,0.500,0.30,60ms,0.500,398,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,12,amd64,0,DDR4,1600.00,512,SSD,100.00,50.00,50.00,50ms,true,81.00,40.50,981.80,S1N0:2979;S1N1:3761;S1N2:2685;S1N3:2741,shard1:12166,43.62s,5.03s,0.07s,0.498,0.450,0.80,88.00,0.98,UTC+8,1,0,0.00,2,0.500,0.10,50ms,0.500,598,7ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
