node_id,f_classic_000,f_classic_001,f_classic_002,f_classic_003,f_classic_004,f_classic_005,f_classic_006,f_classic_007,f_classic_008,f_classic_009,f_classic_010,f_classic_011,f_classic_012,f_classic_013,f_classic_014,f_classic_015,f_classic_016,f_classic_017,f_classic_018,f_classic_019,f_classic_020,f_classic_021,f_classic_022,f_classic_023,f_classic_024,f_classic_025,f_classic_026,f_classic_027,f_classic_028,f_classic_029,f_classic_030,f_classic_031,f_classic_032,f_classic_033,f_classic_034,f_classic_035,f_classic_036,f_classic_037,f_classic_038,f_classic_039,f_classic_040,f_classic_041,f_classic_042,f_classic_043,f_classic_044,f_classic_045,f_classic_046,f_classic_047,f_classic_048,f_classic_049,f_classic_050,f_classic_051,f_classic_052,f_classic_053,f_classic_054,f_classic_055,f_classic_056,f_classic_057,f_classic_058,f_classic_059,f_classic_060,f_classic_061,f_classic_062,f_classic_063,f_classic_064,f_classic_065,f_classic_066,f_classic_067,f_classic_068,f_classic_069,f_classic_070,f_classic_071,f_classic_072,f_classic_073,f_classic_074,f_classic_075,f_classic_076,f_classic_077,f_classic_078,f_classic_079,f_classic_080,f_classic_081,f_classic_082,f_classic_083,f_classic_084,f_classic_085,f_classic_086,f_classic_087,f_classic_088,f_classic_089,f_classic_090,f_classic_091,f_classic_092,f_classic_093,f_classic_094,f_classic_095,f_classic_096,f_classic_097,f_classic_098,f_classic_099,f_classic_100,f_classic_101,f_classic_102,f_classic_103,f_classic_104,f_classic_105,f_classic_106,f_classic_107,f_classic_108,f_classic_109,f_classic_110,f_classic_111,f_classic_112,f_classic_113,f_classic_114,f_classic_115,f_classic_116,f_classic_117,f_classic_118,f_classic_119,f_classic_120,f_classic_121,f_classic_122,f_classic_123,f_classic_124,f_classic_125,f_classic_126,f_classic_127
42,-348.350128,785.808777,750.593689,-627.923462,446.991211,-706.372925,-596.491394,-788.717407,-18.869314,-396.305878,-353.282166,-386.645142,-1768.596436,-609.449585,-1318.016602,603.600159,-1234.050415,1221.291016,1286.942017,-185.949142,846.273560,-951.502075,-513.870789,-1310.237183,730.137512,1415.913330,1140.760986,588.002502,1932.254150,-1121.741211,-97.320618,260.158173,-391.385315,575.225281,965.782166,-754.774231,249.280792,1411.273315,217.961853,-979.422119,448.827759,-484.412933,1414.138550,947.697449,-807.474548,-1135.107300,1425.544434,146.485367,-649.326172,824.632996,388.208588,-933.862549,426.618408,-440.598877,917.720093,777.135986,-1197.122314,-1118.188965,180.157089,1092.161865,-3.439410,1228.512573,1139.421997,567.494873,-596.633423,-842.185913,-1002.264832,-931.145142,1349.668335,-1482.122681,-499.911835,1000.803589,-194.023224,-39.526146,-73.676720,42.515064,461.456726,-1053.903564,270.351166,-228.894882,-80.041000,90.928223,-645.955139,-274.190582,-821.368286,349.243286,-438.169800,-263.470062,-855.712280,612.768921,1303.348999,455.575714,-144.678848,536.466614,-676.097900,-72.885139,169.254272,451.659302,1007.830444,-972.847229,-390.787048,851.351929,436.764618,-125.883270,-176.890518,662.777039,1055.725708,205.358627,-1578.984741,-730.476501,1020.941040,1315.636353,881.449341,777.505005,-83.753517,70.427734,942.864441,-1642.343628,-1171.784790,-536.216125,546.373962,-283.698181,-21.910933,1062.584229,1901.000732,648.731934,-24.174030,123.772659
43,-338.740051,1442.380981,1538.293091,-1131.347656,1305.460693,-2013.153809,-808.342102,-1638.570190,-940.155945,-948.461182,-55.588989,-863.644714,-2126.117920,-919.938232,-1990.604736,754.339844,-1614.012695,2039.981812,1775.469116,73.139061,164.549408,-878.290466,-289.510620,-1996.994873,2102.765137,2218.463867,2946.685059,2018.682373,2979.157471,-1499.817749,699.293274,-551.275208,-476.657501,376.564423,1022.864563,-2111.087646,891.374084,1620.076538,595.258362,-1706.574829,1066.579346,-273.187134,1956.271973,1927.111084,-806.359131,-1821.309448,2436.041260,259.780457,-207.150284,1015.620056,-95.702751,-1795.816284,1622.681763,-1992.151733,2259.252930,1901.085938,-2561.722412,-951.789856,720.790466,1299.349365,-373.641968,1544.516113,1683.479370,1536.253784,-1381.346436,-1675.180542,-2122.746094,-1561.287842,1293.889160,-2517.886230,-974.733521,1866.842651,-871.188660,519.987366,-71.526024,-626.493652,226.788559,-2070.659180,163.475388,-452.391174,-444.614349,-545.084106,-1148.427246,-181.185806,-311.209869,-925.923218,-1917.278076,-1295.383911,-1817.941162,577.760620,2362.136963,565.354187,-101.193741,498.029755,-894.852417,336.335938,247.185577,966.363098,1779.494751,-715.129883,-1171.714478,1954.743774,-69.732361,-1504.490356,860.882568,1745.668213,1256.825195,672.824036,-2777.799561,-2098.081299,1225.072021,2346.565674,1128.631958,1116.086182,-1048.041992,961.865601,1503.487061,-2194.330566,-2004.855103,-464.280457,-449.916931,773.354126,503.149689,1200.765259,2689.272217,1596.932495,1222.017944,-113.463257
44,290.442200,1340.995117,598.612122,1098.252075,2985.328369,88.540154,-1219.430054,2063.065430,3070.068115,-948.307251,-3291.434570,-2600.794678,-5328.626465,-3969.219971,-3726.152344,1358.768066,-3292.044434,-110.614807,3126.145996,184.369141,5099.101562,-1476.672485,272.137756,-865.909180,-1650.204956,563.747681,1967.619507,433.548126,3165.926758,-4087.883301,-2172.569824,-2745.978271,699.541931,-1337.210938,768.287292,-3061.341064,-785.901367,2440.146729,-231.513336,-175.286331,-1464.376709,-1719.625488,171.237473,1452.354126,-2692.938232,-3494.406250,1472.223755,3674.752686,-206.896362,4896.272949,-136.273743,-2419.509033,-1716.834717,-843.636353,2884.899658,-651.721619,-67.265419,-5835.580566,-545.900696,696.843323,-2054.505859,1510.639648,3951.377197,2289.543457,-1818.707031,-1361.404785,-1674.927002,-289.483643,4916.621094,-3276.355713,-4010.389404,707.454346,-1574.841675,-1788.902222,1043.298950,2914.159668,1543.935913,-319.855377,1950.364868,-1045.414673,1636.645386,3759.172363,-341.267853,-2108.339844,-59.262226,465.207214,-1400.446777,1426.019531,-582.120422,1789.882568,-881.927612,-2686.543701,-2257.395996,3419.636963,-2907.193359,1590.365723,1674.820801,80.246361,640.828552,-5171.937012,1796.736938,3327.048340,1401.643799,-369.435486,-1179.362427,-1864.311890,3149.735840,-2085.488770,-921.393799,1019.311951,972.611023,-505.086975,4327.798828,3643.690918,1603.395874,-3340.298828,715.052856,-110.877220,358.055634,-587.496765,1474.833252,-2991.784424,-1198.594727,5191.820312,4835.529297,-748.866211,-1002.683472,700.801208
45,-897.190674,2198.416260,1542.142334,-224.317078,1591.535156,-141.950912,-2870.022461,2.087091,2895.402832,496.295746,-2201.583984,-1189.220947,-6209.588867,-2725.742188,-4090.332520,1601.923340,-4283.218750,1158.196289,4647.215332,318.115479,5321.025391,-1725.692627,-1714.462402,-2228.423340,-1770.209595,2135.182617,114.020142,-78.100578,4441.044434,-4175.047363,-2896.134521,-213.525055,-1083.898682,-451.663788,2395.373535,-2035.930664,-670.378784,3950.365723,-104.296707,-2114.299805,-601.056396,-2302.829834,2627.711914,2239.649658,-3602.474609,-3981.212158,2476.102783,2429.501465,-2488.529053,4097.695801,1542.568848,-1652.442627,-1219.117798,541.735657,1055.140381,-42.420296,100.977295,-5665.534180,-1626.402710,2066.107178,-962.373901,3378.507324,4552.142578,1505.314087,-2200.809082,-1331.238770,-640.587280,-1344.973022,4793.647461,-3776.474854,-2351.763672,967.632751,80.204819,-2306.475830,-772.453613,2425.671875,1815.846191,-444.371155,613.941467,-575.435486,1709.492676,3189.172119,-851.910706,-1645.273438,-2381.934082,1949.257324,625.162109,1105.845093,-2072.411377,3007.564453,648.639221,-51.883862,-1504.092529,3680.514404,-2265.052490,-441.604797,1151.754395,771.796936,2234.887695,-5265.050293,1572.570801,1881.107178,2495.746582,1679.329834,-1705.243408,-451.279938,4089.671875,-176.852936,-2499.190186,134.006180,1940.705811,2030.098755,3528.516357,3545.578857,2050.674561,-2443.979248,1969.883301,-2568.007080,-2395.333008,-2508.788330,2591.763184,-3410.693848,-1719.361084,4555.236816,5799.232910,173.668594,-2225.205811,1466.746216
46,37.474072,1428.850586,608.673340,532.329163,457.109955,665.008545,-2027.344482,1132.584229,2492.828857,656.269104,-2178.909668,-840.964905,-3521.342285,-1872.746826,-1782.640747,1207.353149,-2968.382324,-599.951355,2153.392578,244.680298,3400.379395,-842.880249,-1077.669556,-609.966614,-2323.978271,527.384766,-833.354980,-617.338440,2164.544189,-2058.081543,-2197.907715,-306.869507,-713.348389,-436.801300,898.728882,-1121.781738,-713.849121,1888.146240,-619.844238,-825.699036,-573.796387,-1770.037964,706.854187,851.669189,-2260.568359,-2052.372314,802.078613,1963.477661,-726.577026,2661.614258,485.595825,-521.640137,-1658.829590,1137.149292,-28.522045,-828.075256,928.734131,-3646.887451,-1377.722290,220.736084,-866.126160,1321.794678,2013.709717,829.824707,-1260.029297,315.351044,618.353821,-196.145691,2892.620117,-1566.418945,-1676.172729,190.646790,400.046814,-2164.411133,-579.330322,1803.609253,1619.444458,254.003494,324.116913,-796.159424,1774.707886,2736.372070,569.995117,-975.894104,-1512.840332,1407.276855,817.006775,1747.597534,-772.571838,1849.948242,-303.650757,-149.745438,-1291.443359,2211.113770,-963.144836,-330.539124,694.665771,54.239037,1070.029053,-3677.906494,1395.430420,804.256714,2189.887207,1240.618896,-1727.051880,-1192.218262,2254.643311,-1151.234131,-847.258362,965.420654,641.195557,-143.655991,2727.033203,2130.692627,1717.593994,-2251.419678,837.949097,-370.658691,-629.671997,-1217.613281,2221.791992,-2501.180420,-1527.507690,2840.832275,3347.927246,-1035.864624,-2045.187622,1359.787842
47,759.700317,769.834351,142.837097,1213.508423,2522.368164,23.591560,-309.147400,2155.647217,2178.317139,-1333.391968,-2871.886963,-2477.171631,-3668.216553,-3390.464111,-2483.801514,1009.622314,-2150.057373,-267.421326,1601.738037,-28.098547,3388.466309,-1000.956787,826.142395,-287.342957,-980.797119,73.401291,2379.800293,604.823792,1864.388062,-2941.932129,-1118.938232,-2878.245850,1193.309814,-1120.665405,112.291389,-2800.110840,-466.225586,1218.461914,-361.715057,373.511536,-1200.922974,-955.074402,-725.609619,768.310120,-1445.901123,-2383.950195,979.731323,3169.523438,874.245850,3944.934326,-963.725342,-2308.620605,-1368.927246,-1426.199585,2919.040039,-377.201782,-627.763855,-4136.365723,28.893101,-71.736595,-1976.182617,474.497589,2369.569824,2241.220703,-1253.553711,-907.556274,-1795.871094,207.293060,3649.327393,-2141.864990,-3598.775879,579.225281,-1916.568726,-1005.084229,1785.320679,2125.300049,1082.589233,-339.804382,1907.021484,-1226.481812,1118.853271,2664.591553,-8.376225,-1589.387695,780.120361,-401.803314,-1921.903931,1036.058228,121.811913,813.650085,-1096.824341,-3024.577881,-2031.801270,2252.091553,-2497.493408,1972.691284,1371.020874,71.602814,32.346661,-3652.269531,1051.524292,3185.334961,658.952454,-1147.667847,-577.005066,-1844.132812,1938.249634,-2404.903809,-50.682156,905.966309,480.518036,-1289.114380,3529.346191,2766.029541,811.774597,-2564.061523,40.229004,830.134827,1295.383179,450.817841,479.977325,-1848.560303,-573.701904,3888.190674,3143.997803,-828.627502,-269.281952,210.162582
48,-206.198303,939.840637,861.904602,-893.376221,905.358459,-1226.010498,-248.684814,-994.817444,-553.322021,-681.472229,-295.486328,-676.251526,-1756.246216,-627.371399,-1535.746338,572.512878,-1270.550659,1563.168335,1224.895264,-262.919220,339.285706,-1010.532532,-124.945686,-1578.265869,1320.063599,1589.127686,2066.453613,1279.977051,2103.256348,-1183.479126,424.631958,-29.481583,-257.578949,473.435425,934.346069,-1381.493896,560.593567,1206.322266,386.254181,-1146.758545,806.024963,-377.451630,1606.348877,1330.833862,-887.824890,-1258.951538,1818.780029,-50.028801,-211.784332,663.773926,-50.862839,-1418.113892,924.069641,-1173.220215,1502.238159,1036.166260,-1860.931641,-793.641113,573.247864,1075.762329,-315.620331,1138.446167,1213.566162,678.750732,-608.427490,-1343.224731,-1619.775146,-1090.151367,1288.179932,-1798.424194,-599.355469,1324.034668,-631.127380,474.004547,243.129776,-320.370392,459.388550,-1663.387939,342.763702,-175.463928,-316.264282,-374.461792,-850.516052,-78.092201,-188.797012,-252.514633,-1041.620972,-566.891296,-1139.241455,353.556549,1576.861450,317.063477,-94.206902,304.708374,-601.434509,242.244217,206.077011,446.485077,1144.093506,-719.513611,-616.919983,1281.559937,158.138428,-883.794739,385.798828,1212.931763,861.727478,300.423553,-1971.977173,-1050.622314,1081.683105,1359.353638,887.776184,710.153015,-757.800232,610.989563,1145.234619,-1775.414307,-1069.958496,-237.017349,70.642860,218.303299,193.118149,866.697998,2102.056641,889.186951,681.542603,166.474274
49,-597.152222,1494.666870,899.275146,-548.697144,-68.415237,-161.536453,-1734.531616,-616.612549,1152.826172,389.600800,-943.223022,-250.764130,-2942.534424,-903.011536,-1626.538696,1071.277954,-2427.600830,987.924316,1975.677490,-67.698250,2027.841675,-1087.379761,-1312.201294,-1437.871704,-480.903137,1751.083252,-2.110911,-12.703695,2351.842285,-1578.503418,-1129.041016,865.187439,-996.589905,575.279602,1609.054199,-713.023560,-170.221344,1967.078369,-193.606918,-1652.149536,246.051605,-1246.704468,1963.560181,1208.739258,-1613.266602,-1773.906494,1576.743042,604.152893,-1174.130249,1482.418701,818.894104,-629.089783,-300.417816,497.377533,151.531845,491.415375,-550.460510,-1990.395874,-840.162964,1149.340210,-32.395241,1829.606934,1567.363647,561.222229,-982.707764,-200.829163,-171.496597,-962.703125,2165.836670,-1617.807617,-669.540405,955.626343,480.753387,-1058.309937,-585.228577,667.216431,1192.103394,-720.606262,-37.644905,-609.548645,743.007874,927.174866,-226.184891,-472.445312,-1764.427124,1289.705322,543.732483,418.740143,-1290.189575,1354.472534,1225.431885,1003.477905,-545.838562,1276.931396,-750.813660,-840.261353,185.855057,543.825134,1582.772827,-2174.248047,73.663048,571.711609,1425.476562,916.023132,-974.078857,353.731873,1820.665649,-30.364420,-1796.427124,-359.440338,1297.904175,1362.146729,1555.314697,1311.154907,824.528748,-657.015198,1290.853149,-1897.827637,-1669.294434,-1299.594360,1603.954468,-1376.521118,-780.209351,1725.403931,2978.983643,198.047348,-1139.374268,917.623901
50,324.103943,897.745850,173.757339,115.715042,762.037109,-92.256310,-427.189819,538.685852,898.929749,-457.863434,-1498.245972,-1120.142822,-2075.283691,-1371.119751,-1178.325073,839.519958,-1649.872559,379.757507,798.902954,-337.866364,1507.434326,-878.552917,35.645504,-747.187866,-331.488708,625.707825,1236.118164,454.799774,1365.682983,-1388.362183,-373.778564,-509.489258,194.312714,-29.292095,549.960632,-1402.322510,-118.170746,827.732178,-177.461975,-430.522247,44.127811,-769.307007,388.386719,817.125549,-1012.277039,-1314.324951,905.659302,1003.904297,433.412109,1554.348145,-463.020233,-1185.945679,-564.717346,-504.563416,1313.831421,44.011631,-813.007507,-1657.378052,-78.260872,77.737999,-942.569702,492.717712,880.745300,803.684875,-506.385315,-321.869263,-853.633240,-191.758148,2006.861450,-1149.479858,-1384.944580,723.599243,-706.016907,-509.949188,778.834717,567.909729,924.090576,-756.233215,826.613770,-668.174927,546.410889,896.490723,213.888306,-538.453064,-68.660606,124.890335,-652.665161,677.378601,-329.541962,331.695435,144.586334,-681.804993,-866.406738,777.268677,-876.696838,569.300049,483.714203,48.059799,491.065094,-1743.444458,196.619049,1348.618164,634.182983,-487.502350,-436.747040,-346.029694,899.846130,-1116.378418,-691.634338,291.961395,618.637634,-370.665161,1858.551636,1161.774780,210.311737,-888.197266,502.405762,-296.986511,265.729614,111.668846,713.738281,-905.214905,-565.481567,1566.571289,2057.347412,-360.992828,-206.233505,606.394531
51,1661.715210,739.047546,-551.082397,2571.966553,2600.989990,1636.947510,-615.299255,4339.161133,4453.637207,-447.216980,-4488.800293,-3293.981201,-3927.561035,-4990.935547,-2258.095459,1156.538696,-2811.322510,-2599.515137,1414.153687,351.026764,5303.005371,-653.469360,902.646057,1000.497681,-3830.370361,-1555.460938,334.369324,-881.210327,716.101746,-3357.454590,-2955.854492,-4047.342041,1470.471191,-2483.097168,-979.086548,-2909.143311,-1638.202026,565.104919,-945.460938,1431.963257,-2375.366211,-2103.845459,-2851.322021,196.481964,-2008.912842,-2671.431641,-925.582703,5028.645996,1575.894653,5323.118652,-1374.036743,-1600.496582,-3345.297852,-268.358093,2123.790283,-2285.774902,1876.606445,-5703.965332,-1322.722046,-1436.391602,-3070.784180,-755.734314,2156.755371,2475.036377,-1376.740479,407.579987,-357.510162,1383.391724,4570.086426,-1135.315796,-4903.956055,-207.307205,-2006.476318,-2598.678467,1960.169922,3825.046875,1879.238159,1202.918335,2516.635498,-1705.965088,2523.406006,4720.517578,1522.817505,-2165.637207,1064.165405,197.579697,-1181.005493,2685.424561,1233.145264,1103.011230,-3418.034668,-4371.183594,-3362.852539,3390.199463,-2542.312012,2099.221924,2069.949219,-757.550781,-1029.723511,-5182.028320,2976.003174,3536.513184,1542.918457,-264.291992,-1619.913696,-4338.514648,2080.675293,-3997.026123,1790.345093,3142.945801,-625.431763,-4132.291992,5204.167969,3769.138672,2114.383545,-5089.647461,-898.019409,3159.061523,2890.505127,479.873413,1572.889404,-3564.074707,-1942.650269,4801.407227,3469.249268,-3185.983154,-1602.259033,1039.065186
52,-883.682373,2087.407959,1190.768677,-311.004730,-782.896729,686.532043,-3454.132568,-253.172546,2711.556885,1879.655396,-1503.611816,255.331009,-4076.121826,-1031.331299,-1807.608887,1416.277466,-3697.159180,-11.734061,3141.899902,529.462158,3612.172363,-877.743896,-2641.684326,-1319.756226,-2638.770996,1579.700073,-2524.477295,-1169.078857,2854.899902,-1941.904663,-2909.731934,1576.067871,-2132.789062,157.784927,2024.047119,-190.432587,-816.796814,2844.573486,-636.369751,-2162.205078,-127.474998,-2249.109131,2329.408691,1277.267578,-2784.352051,-2418.606934,1237.376099,1253.124268,-2302.855957,2211.186279,1732.021484,327.580109,-1477.120972,2382.250488,-1566.916870,-469.371216,1319.337646,-3469.921387,-2449.563477,1053.557373,44.672733,2581.906250,2295.884277,340.563629,-1605.622070,788.071106,1632.772949,-906.855652,2710.224365,-1757.336060,-577.216736,323.329651,1841.569946,-2804.643799,-2075.279053,1588.975464,1886.323730,468.838470,-786.584900,-676.774414,2025.930176,2503.290039,434.657501,-740.780273,-3328.851318,2580.303711,2459.770264,1614.612061,-1826.435791,2772.057617,714.559509,1904.280151,-853.245728,2515.364990,-496.846344,-2021.886841,216.900864,602.328674,2277.037598,-3771.566406,1257.906250,-357.499786,3048.097900,2880.572754,-2273.701416,-369.897583,2990.305664,112.746262,-1842.310791,369.720215,1234.349609,1632.975708,2171.789551,2069.002686,2366.418945,-1879.814575,1670.446045,-1919.496460,-2672.518555,-2734.600830,3145.385742,-2887.335938,-1975.168579,2512.385010,4014.412598,-601.587708,-3136.668945,1948.457275
53,-233.589020,747.332092,1056.739136,-741.209778,1212.398804,-1552.763306,-359.045868,-977.540710,-979.457458,-1223.836914,-232.963043,-656.026794,-1949.337158,-286.495850,-1655.566895,586.604309,-1140.592407,1771.094238,1459.952148,-221.742676,150.996414,-944.832336,-6.687363,-1684.027832,1762.719360,1560.941528,2805.885742,1677.591797,2689.920166,-1206.431152,867.320923,-326.970703,-53.982967,654.446228,1055.580688,-1562.358398,922.579956,1648.599487,371.173645,-936.929993,786.694580,163.102753,1775.704102,1142.633057,-762.305725,-1194.439209,2432.789307,-98.486877,-283.231232,849.455627,-43.765553,-1739.514038,1021.843445,-1414.973267,1984.486450,1282.299438,-2408.363525,-1201.588501,1135.766479,1121.117432,-255.365631,1538.365967,1560.983887,978.030701,-864.640747,-1693.686035,-1918.294556,-1155.841797,1210.096191,-2347.939453,-573.212097,1062.910400,-619.639465,509.974518,193.792953,-594.764404,118.185822,-1712.905273,283.781952,-111.819809,-441.780121,-175.274033,-1222.518066,-115.366035,-284.111053,-516.199036,-1462.730469,-633.466187,-1318.922607,640.089539,1767.153076,101.462181,187.729767,272.851959,-958.578369,683.781006,208.620117,776.100708,1334.954590,-972.400269,-969.164001,1190.619019,127.236023,-1209.876221,309.634460,1438.744019,1120.711304,281.859833,-2208.497559,-1568.654907,1235.528564,2039.836670,697.075012,770.524109,-832.467834,923.303589,1185.006836,-1950.353516,-1307.974487,-70.938065,-250.418396,491.756927,585.803955,1272.972534,1841.956055,1530.610962,787.479980,-275.094360
54,1734.167969,784.512451,-548.717163,2321.074463,2532.229736,1167.790771,-444.198303,4072.793213,3677.792969,-929.458740,-4441.200684,-3288.830322,-3505.078369,-4433.928711,-1832.749146,1285.336670,-2663.761719,-2408.884277,941.212646,216.685074,4253.157227,-729.907959,1146.754517,854.419678,-2937.370117,-1378.821167,1358.188354,-132.914734,943.669678,-2744.382080,-2001.238037,-3850.423096,1423.180054,-2016.218750,-974.770813,-3088.980713,-1233.182861,402.172852,-924.016113,1438.963013,-1830.343994,-1681.412842,-2520.376953,191.736908,-1721.651855,-2366.660400,-409.118591,4443.549805,2152.137939,4846.963867,-1851.524658,-1784.914429,-2859.499268,-627.709656,2539.288330,-1920.950439,878.731506,-5025.328125,-702.570618,-1682.584229,-2938.279785,-809.012085,1674.027222,2423.060791,-1226.145386,410.849823,-738.538269,1128.582153,4082.735840,-1359.339111,-4702.073242,36.408524,-1920.505615,-2215.627686,1992.749756,3008.818848,1832.339844,618.601562,2363.662598,-1816.068237,2230.461426,4206.042969,1569.679199,-1892.646606,1272.628662,-275.196686,-1691.054443,2621.923828,961.139160,784.668274,-2648.323975,-3910.814209,-2954.582520,2693.595947,-2291.066162,2276.411377,1779.973145,-680.614929,-695.531616,-4680.731934,2246.095703,3388.830566,1398.814453,-1090.854004,-1436.941040,-3586.811523,1715.450928,-4051.487305,1163.290039,2548.913818,-542.458069,-3741.964355,4924.095215,3264.344238,1591.242920,-4355.013672,-688.404053,2935.944824,2869.025879,928.514771,1319.999512,-2798.984619,-1482.188721,4583.788086,3291.760254,-2864.668213,-1064.965210,919.587891
55,-671.512573,1547.028320,1245.244629,-1069.041260,1317.314331,-1150.738892,-1105.862671,-1122.421509,441.517670,-593.198486,-949.229370,-926.407288,-4061.109863,-1440.299072,-3038.624023,1144.576904,-2633.533203,2498.134033,2903.923096,-469.955261,2413.208252,-1826.787842,-818.850952,-2552.479248,871.103088,2519.560059,2110.164307,1041.519287,3675.581787,-2799.405762,-555.376038,387.023834,-535.780884,615.560425,2106.600342,-1739.197266,279.611115,2831.059326,421.065063,-1873.879517,523.207275,-1067.177734,2774.485107,2009.312622,-2086.387207,-2636.681396,2790.949951,538.029297,-1430.546265,2024.399414,788.767395,-2066.628174,355.567902,-863.460266,1909.080078,1114.994629,-1979.351562,-2773.473389,50.904140,2123.242920,-425.567078,2534.150391,2803.417236,973.654724,-1153.820923,-1903.166016,-2022.961060,-1561.513550,3204.331055,-3097.730957,-1194.075317,1615.938110,-610.173645,-154.907593,250.705109,511.763977,1034.872559,-1847.960083,726.658752,-217.147888,94.801727,602.799622,-1343.087280,-746.317078,-1300.472290,785.450256,-603.785645,-233.654556,-1692.341431,1324.380859,1805.563354,261.151978,-517.871399,1521.115112,-1578.161377,36.110798,561.939575,765.885498,1825.636353,-2531.863037,-182.486923,1777.493408,981.253845,-17.483496,-361.965088,1025.278931,2356.517822,345.961639,-2747.015137,-943.057556,2041.055664,2283.295898,1899.649658,1867.858765,73.610046,-174.171539,1847.449951,-3031.909180,-1900.614380,-1142.108276,1109.899414,-1152.011230,-398.100098,2406.469727,3956.387207,1169.746094,-265.629120,576.286011
56,-343.871979,1284.716309,1019.036438,-638.729309,1721.092651,-1223.597534,-539.695251,-544.471313,232.688583,-1162.432495,-1227.522461,-1266.663330,-3556.367676,-1443.793213,-2627.342529,1073.795898,-2228.263672,1907.707031,2211.388184,-472.536316,1855.515991,-1560.502441,-47.362938,-2050.565430,1031.551514,1899.132935,2931.368896,1489.365356,3232.948730,-2511.815918,103.240845,-526.740662,144.951218,404.325989,1598.273315,-2162.497803,401.682648,2175.005371,209.852325,-1284.040649,458.335449,-663.571472,2013.205566,1763.829956,-1636.958618,-2215.866455,2638.210938,848.406494,-474.528900,2090.183838,-31.747816,-2357.678467,425.476105,-1494.739624,2483.995117,1059.246948,-2300.655762,-2476.525146,581.952637,1490.139160,-809.706116,1934.957886,2508.904541,1251.546143,-1006.111450,-1885.474243,-2265.612793,-1287.701172,2844.276855,-2980.547607,-1640.282593,1473.086548,-1145.881348,41.221352,749.929016,382.271088,792.155823,-1845.265991,920.904236,-505.541748,18.474781,660.321716,-1133.389160,-685.657166,-362.903015,7.934316,-1413.238403,-75.557159,-1387.672363,916.634644,1459.976074,-465.538940,-616.142883,1159.787598,-1660.118164,890.287292,649.622375,614.513367,1403.119141,-2290.482666,-367.063812,2069.722900,508.495514,-932.896179,-59.682011,930.618042,1907.300049,-363.070740,-2345.005371,-873.350891,1666.910889,1547.026123,2024.117188,1710.294067,-278.726593,-91.520859,1391.459473,-2099.804443,-989.093872,-345.596008,466.655975,-703.194031,-41.554024,2472.073975,3438.820801,1049.141968,336.059540,234.853928
57,-1269.975830,2971.357910,1892.642212,-439.228455,507.405823,510.832275,-4346.731934,-136.227783,3974.352295,1745.759277,-2705.197510,-668.567017,-7295.469727,-2676.587158,-4235.291992,2136.766357,-5679.740723,781.791687,5479.942871,451.348541,6471.062012,-2038.326904,-3113.434570,-2612.387695,-3226.206787,2622.396729,-1850.365112,-1046.478516,5216.665527,-4382.788086,-4218.824707,1105.294067,-2280.629150,-102.527534,3119.225342,-1423.467407,-1093.263672,4831.904785,-517.392944,-2963.847900,-450.901642,-3366.597656,3552.522705,2517.620361,-4643.375000,-4469.570801,2519.128418,2503.629395,-3487.402100,4344.241211,2440.834961,-901.799927,-1951.302002,2265.762695,-480.121613,-507.086334,1121.251831,-6494.765137,-2856.752686,2353.240967,-611.852173,4182.173828,4834.589355,1086.896240,-2501.326416,-450.356445,748.498779,-1614.750977,5441.021484,-3866.979248,-2020.497070,945.169006,1370.841919,-3615.942383,-2019.552979,2892.353516,2720.387207,-64.497467,10.533396,-758.804016,2627.912598,4018.015625,-249.500320,-1704.099487,-4136.829102,3421.592529,2365.323730,2090.761230,-2653.722168,4063.562256,980.003662,1375.536865,-1654.635010,4358.333984,-1830.288086,-1762.955811,996.231934,769.207764,3115.375000,-6415.958496,2141.909180,1000.352478,3986.006592,3372.617188,-2938.865723,-598.941223,4950.235840,-71.912476,-3089.092041,595.945740,2301.040771,2455.276367,4096.519043,3917.466797,3127.395020,-3147.417236,2588.678467,-3299.009766,-3486.890625,-3722.954834,4340.483887,-4615.541016,-2710.720459,4938.308105,7037.696777,-442.809753,-3903.582031,2511.986328
