NodeID,ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
S0N3,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,65ms,false,20.00,37.50,0.00,S1N0:671;S1N1:826;S1N2:719;S1N3:528;S2N0:481;S2N1:676;S2N2:535;S2N3:452;S3N0:475;S3N1:576;S3N2:493;S3N3:398,shard1:2744;shard2:2144;shard3:1942,0ms,5.15s,0.38s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.10,50ms,0.300,48,0ms,light_node,basic,tx_processing,idle,10,50
S3N2,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,105ms,true,20.00,37.50,0.00,S0N0:543;S0N1:694;S0N2:573;S0N3:419;S1N0:688;S1N1:878;S1N2:726;S1N3:537;S2N0:524;S2N1:734;S2N2:632;S2N3:438,shard0:2229;shard1:2829;shard2:2328,0ms,5.06s,0.21s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.10,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N1,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,100ms,true,20.00,37.50,0.00,S0N0:543;S0N1:694;S0N2:573;S0N3:419;S1N0:688;S1N1:878;S1N2:726;S1N3:537;S2N0:524;S2N1:734;S2N2:632;S2N3:438,shard0:2229;shard1:2829;shard2:2328,0ms,5.06s,0.22s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.10,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N3,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,110ms,true,20.00,37.50,0.00,S0N0:543;S0N1:694;S0N2:573;S0N3:419;S1N0:688;S1N1:878;S1N2:726;S1N3:537;S2N0:524;S2N1:734;S2N2:632;S2N3:438,shard0:2229;shard1:2829;shard2:2328,0ms,5.07s,0.26s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.10,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S0N2,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,60ms,false,20.00,41.50,0.00,S1N0:1366;S1N1:1718;S1N2:1425;S1N3:1029;S2N0:1004;S2N1:1300;S2N2:1056;S2N3:899;S3N0:1089;S3N1:1285;S3N2:1043;S3N3:893,shard1:5538;shard2:4259;shard3:4310,0ms,5.45s,1.66s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,50ms,0.300,48,0ms,light_node,basic,tx_processing,idle,10,50
S1N0,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,65ms,false,70.00,42.00,0.00,S0N0:1238;S0N1:1550;S0N2:1246;S0N3:912;S2N0:1005;S2N1:1302;S2N2:1128;S2N3:925;S3N0:905;S3N1:1087;S3N2:861;S3N3:692,shard0:4946;shard2:4360;shard3:3545,1000ms,5.43s,1.46s,0.800,0.200,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,118,7ms,full_node,"consensus,validation,full_service",tx_processing,idle,10,50
S1N3,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,80ms,false,20.00,41.50,0.00,S0N0:1238;S0N1:1550;S0N2:1246;S0N3:912;S2N0:1005;S2N1:1302;S2N2:1128;S2N3:925;S3N0:905;S3N1:1087;S3N2:861;S3N3:692,shard0:4946;shard2:4360;shard3:3545,0ms,5.43s,1.52s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,79,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S2N2,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,90ms,true,20.00,41.50,0.00,S0N0:1103;S0N1:1347;S0N2:1059;S0N3:813;S1N0:1516;S1N1:1850;S1N2:1563;S1N3:1172;S3N0:808;S3N1:988;S3N2:865;S3N3:613,shard0:4322;shard1:6101;shard3:3274,0ms,5.43s,1.55s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,70ms,0.300,134,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S2N0,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,80ms,true,70.00,42.00,0.00,S0N0:1103;S0N1:1347;S0N2:1059;S0N3:813;S1N0:1516;S1N1:1850;S1N2:1563;S1N3:1172;S3N0:808;S3N1:988;S3N2:865;S3N3:613,shard0:4322;shard1:6101;shard3:3274,1000ms,5.42s,1.45s,0.700,0.300,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,70ms,0.300,201,2ms,full_node,"consensus,validation,full_service","tx_processing,data_verification",idle,10,50
S1N2,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,75ms,false,20.00,41.50,0.00,S0N0:1238;S0N1:1550;S0N2:1246;S0N3:912;S2N0:1005;S2N1:1302;S2N2:1128;S2N3:925;S3N0:905;S3N1:1087;S3N2:861;S3N3:692,shard0:4946;shard2:4360;shard3:3545,0ms,5.43s,1.54s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,79,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N3,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,65ms,false,20.00,41.50,0.00,S1N0:1366;S1N1:1718;S1N2:1425;S1N3:1029;S2N0:1004;S2N1:1300;S2N2:1056;S2N3:899;S3N0:1089;S3N1:1285;S3N2:1043;S3N3:893,shard1:5538;shard2:4259;shard3:4310,0ms,5.45s,1.66s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,50ms,0.300,48,0ms,light_node,basic,tx_processing,idle,10,50
S1N1,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,70ms,false,20.00,41.50,0.00,S0N0:1238;S0N1:1550;S0N2:1246;S0N3:912;S2N0:1005;S2N1:1302;S2N2:1128;S2N3:925;S3N0:905;S3N1:1087;S3N2:861;S3N3:692,shard0:4946;shard2:4360;shard3:3545,0ms,5.43s,1.53s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,79,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S0N0,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,50ms,true,70.00,42.00,0.00,S1N0:1366;S1N1:1718;S1N2:1425;S1N3:1029;S2N0:1004;S2N1:1300;S2N2:1056;S2N3:899;S3N0:1089;S3N1:1285;S3N2:1043;S3N3:893,shard1:5538;shard2:4259;shard3:4310,1000ms,5.44s,1.57s,0.800,0.200,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,50ms,0.300,72,9ms,light_node,basic,tx_processing,idle,10,50
S2N3,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,95ms,true,20.00,41.50,0.00,S0N0:1103;S0N1:1347;S0N2:1059;S0N3:813;S1N0:1516;S1N1:1850;S1N2:1563;S1N3:1172;S3N0:808;S3N1:988;S3N2:865;S3N3:613,shard0:4322;shard1:6101;shard3:3274,0ms,5.43s,1.57s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,70ms,0.300,134,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S0N1,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,55ms,false,20.00,41.50,0.00,S1N0:1366;S1N1:1718;S1N2:1425;S1N3:1029;S2N0:1004;S2N1:1300;S2N2:1056;S2N3:899;S3N0:1089;S3N1:1285;S3N2:1043;S3N3:893,shard1:5538;shard2:4259;shard3:4310,0ms,5.45s,1.66s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,50ms,0.300,48,0ms,light_node,basic,tx_processing,idle,10,50
S3N0,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,95ms,true,70.00,42.00,0.00,S0N0:1087;S0N1:1393;S0N2:1079;S0N3:819;S1N0:1368;S1N1:1754;S1N2:1431;S1N3:1140;S2N0:1314;S2N1:1671;S2N2:1480;S2N3:1117,shard0:4378;shard1:5693;shard2:5582,1000ms,5.42s,1.46s,0.700,0.300,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,259,4ms,full_node,"consensus,validation,full_service","tx_processing,data_verification",idle,10,50
S2N1,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,85ms,true,20.00,41.50,0.00,S0N0:1103;S0N1:1347;S0N2:1059;S0N3:813;S1N0:1516;S1N1:1850;S1N2:1563;S1N3:1172;S3N0:808;S3N1:988;S3N2:865;S3N3:613,shard0:4322;shard1:6101;shard3:3274,0ms,5.43s,1.58s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,70ms,0.300,134,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N1,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,100ms,true,20.00,41.50,0.00,S0N0:1087;S0N1:1393;S0N2:1079;S0N3:819;S1N0:1368;S1N1:1754;S1N2:1431;S1N3:1140;S2N0:1314;S2N1:1671;S2N2:1480;S2N3:1117,shard0:4378;shard1:5693;shard2:5582,0ms,5.43s,1.53s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N2,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,105ms,true,20.00,41.50,0.00,S0N0:1087;S0N1:1393;S0N2:1079;S0N3:819;S1N0:1368;S1N1:1754;S1N2:1431;S1N3:1140;S2N0:1314;S2N1:1671;S2N2:1480;S2N3:1117,shard0:4378;shard1:5693;shard2:5582,0ms,5.42s,1.54s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N3,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,110ms,true,20.00,41.50,0.00,S0N0:1087;S0N1:1393;S0N2:1079;S0N3:819;S1N0:1368;S1N1:1754;S1N2:1431;S1N3:1140;S2N0:1314;S2N1:1671;S2N2:1480;S2N3:1117,shard0:4378;shard1:5693;shard2:5582,0ms,5.43s,1.54s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S1N3,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,80ms,false,20.00,45.50,0.00,S0N0:1841;S0N1:2387;S0N2:1962;S0N3:1417;S2N0:1359;S2N1:1768;S2N2:1525;S2N3:1250;S3N0:1196;S3N1:1480;S3N2:1157;S3N3:935,shard0:7607;shard2:5902;shard3:4768,0ms,5.53s,1.71s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,79,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S3N1,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,100ms,true,20.00,45.50,0.00,S0N0:1409;S0N1:1755;S0N2:1375;S0N3:1056;S1N0:1728;S1N1:2256;S1N2:1839;S1N3:1443;S2N0:2275;S2N1:2855;S2N2:2609;S2N3:2013,shard0:5595;shard1:7266;shard2:9752,0ms,5.53s,1.72s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N3,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,110ms,true,20.00,45.50,0.00,S0N0:1409;S0N1:1755;S0N2:1375;S0N3:1056;S1N0:1728;S1N1:2256;S1N2:1839;S1N3:1443;S2N0:2275;S2N1:2855;S2N2:2609;S2N3:2013,shard0:5595;shard1:7266;shard2:9752,0ms,5.53s,1.73s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S0N0,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,50ms,true,20.00,46.00,0.00,S1N0:1719;S1N1:2191;S1N2:1795;S1N3:1325;S2N0:1293;S2N1:1620;S2N2:1355;S2N3:1140;S3N0:1678;S3N1:2081;S3N2:1644;S3N3:1398,shard1:7030;shard2:5408;shard3:6801,0ms,5.53s,1.73s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.28,50ms,0.300,48,0ms,light_node,basic,tx_processing,idle,10,50
S3N2,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,105ms,true,20.00,45.50,0.00,S0N0:1409;S0N1:1755;S0N2:1375;S0N3:1056;S1N0:1728;S1N1:2256;S1N2:1839;S1N3:1443;S2N0:2275;S2N1:2855;S2N2:2609;S2N3:2013,shard0:5595;shard1:7266;shard2:9752,0ms,5.53s,1.73s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,80ms,0.300,172,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S3N0,2,amd64,4,DDR4,4800.00,4096,SSD,400.00,200.00,200.00,95ms,true,20.00,46.00,0.00,S0N0:1409;S0N1:1755;S0N2:1375;S0N3:1056;S1N0:1728;S1N1:2256;S1N2:1839;S1N3:1443;S2N0:2275;S2N1:2855;S2N2:2609;S2N3:2013,shard0:5595;shard1:7266;shard2:9752,0ms,5.53s,1.63s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.28,80ms,0.300,172,0ms,full_node,"consensus,validation,full_service","tx_processing,data_verification",idle,10,50
S2N3,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,95ms,true,20.00,45.50,0.00,S0N0:1297;S0N1:1632;S0N2:1284;S0N3:962;S1N0:2455;S1N1:3068;S1N2:2531;S1N3:1885;S3N0:945;S3N1:1174;S3N2:1041;S3N3:739,shard0:5175;shard1:9939;shard3:3899,0ms,5.52s,1.72s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,70ms,0.300,134,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S0N1,1,amd64,0,DDR4,1200.00,512,SSD,100.00,50.00,50.00,55ms,false,20.00,45.50,0.00,S1N0:1719;S1N1:2191;S1N2:1795;S1N3:1325;S2N0:1293;S2N1:1620;S2N2:1355;S2N3:1140;S3N0:1678;S3N1:2081;S3N2:1644;S3N3:1398,shard1:7030;shard2:5408;shard3:6801,0ms,5.54s,1.83s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,50ms,0.300,48,0ms,light_node,basic,tx_processing,idle,10,50
S2N0,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,80ms,true,20.00,46.00,0.00,S0N0:1297;S0N1:1632;S0N2:1284;S0N3:962;S1N0:2455;S1N1:3068;S1N2:2531;S1N3:1885;S3N0:945;S3N1:1174;S3N2:1041;S3N3:739,shard0:5175;shard1:9939;shard3:3899,0ms,5.52s,1.61s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.28,70ms,0.300,134,0ms,full_node,"consensus,validation,full_service","tx_processing,data_verification",idle,10,50
S2N2,2,amd64,2,DDR4,3600.00,2048,SSD,300.00,150.00,150.00,90ms,true,20.00,45.50,0.00,S0N0:1297;S0N1:1632;S0N2:1284;S0N3:962;S1N0:2455;S1N1:3068;S1N2:2531;S1N3:1885;S3N0:945;S3N1:1174;S3N2:1041;S3N3:739,shard0:5175;shard1:9939;shard3:3899,0ms,5.52s,1.70s,0.850,0.150,0.42,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,70ms,0.300,134,0ms,miner_node,"consensus,mining","tx_processing,data_verification",idle,10,50
S1N1,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,70ms,false,20.00,45.50,0.00,S0N0:1841;S0N1:2387;S0N2:1962;S0N3:1417;S2N0:1359;S2N1:1768;S2N2:1525;S2N3:1250;S3N0:1196;S3N1:1480;S3N2:1157;S3N3:935,shard0:7607;shard2:5902;shard3:4768,0ms,5.53s,1.71s,0.950,0.050,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,79,0ms,storage_node,"storage,data_persistence",tx_processing,idle,10,50
S1N0,1,amd64,1,DDR4,2400.00,1024,SSD,200.00,100.00,100.00,65ms,false,70.00,46.00,0.00,S0N0:1841;S0N1:2387;S0N2:1962;S0N3:1417;S2N0:1359;S2N1:1768;S2N2:1525;S2N3:1250;S3N0:1196;S3N1:1480;S3N2:1157;S3N3:935,shard0:7607;shard2:5902;shard3:4768,1000ms,5.53s,1.64s,0.800,0.200,0.32,0.00,0.85,UTC+8,1,1,0.00,2,0.500,0.15,60ms,0.300,118,1ms,full_node,"consensus,validation,full_service",tx_processing,idle,10,50
